"GEOID","Commercial","Downtown","Manufacturing","Office","OtherResidential","Planned Development","Recreation","Riverfront","SingleFamily","Urban Mixed"
"390610264003",0.377678654641395,0.0867608997089866,0.0188010136857038,0.0425917368821684,0.37704951496352,0,0.0334644246418795,0,0.0636537495071045,0
"390610265001",0.295781898269204,0.480619208962414,0,0,1.53781151293159e-08,0,0,0,0.223598877390267,0
"390610265002",0.0294867589348624,0.51116711867049,0.126848931328279,0,0,0.187299952913624,0.063108830160705,0.0486642010404156,0,0
"390610266001",0.0423170750740247,0.0411544019617217,0.0176795053636234,0,0.0834609422425659,0.13611428964064,0.291636211317109,0.215533627068905,0.042113596744039,0
"390610266002",0.0734337383535093,0,0,0,0.199218912910433,0,0.0561828068978575,0.507541312336848,0.155214280235836,0
"390610266003",0.135531829325832,0,0.342421832068796,0,0.103950599440719,0,0.025127673119665,0.354106685663103,0.0388609685300447,0
"390610267001",0.158618281259993,0,0.320258360363036,0.188665427439796,0.303950969356487,0.0141664004182511,0.0141649328233099,0,0.000175612927256569,0
"390610267002",0.0854186102218686,0,0.193651771991049,0,0.720929599519876,0,0,0,0,0
"390610268001",0.0433502513262837,0.271339756290385,0,0.0954751088053038,0.267698927231869,2.78026278539036e-07,0.0208749519145465,0,0.301260725086389,0
"390610269001",0.013523693671739,0,0.512039325625141,0.00254358499532334,0.324024156738924,0,0.000255346360790742,0,0,0.147613891015111
"390610269002",0.000530365144875168,0,0,0.00011812723501264,0.999351507620112,0,0,0,0,0
"390610269003",0.0605553539476852,0,0.495397431250352,0,0.189034298583885,0,0.0688039403036219,0,0,0.186208552207861
"390610269004",0.138351438616741,0,7.21303151595523e-05,0.0326758752647292,0.827796108751069,0,0.00110444677668575,0,0,2.75615523837654e-10
"390610270001",0.0615628665790589,0,1.24342787298128e-06,0.00629392829779139,0.795681259578398,0,0.10219489889295,0,0.0342658032239293,0
"390610270002",0.176480509402797,0,0.0485907467856726,0.217368276532576,0.444343399728262,6.92009827912051e-06,0.113210146314942,0,0,0
"390610270003",0.106788201305421,0,0.294352094714323,0.00542235805468956,0.500416856650716,0.0879515242637884,0.00454530823788193,0,0.000523264850564511,0
"390610270004",0.0419957931293335,0,0,0,0.599623305788845,0.283082188383094,0.0752986876425925,0,0,0
"390610271001",0.0567568260700055,0,0,0.00843337700996274,0.0815292444348372,0,0,0,0.85032506551374,0
"390610271002",0.201145071939763,0,0.130051665281511,0.0684821206417859,0.314197804811808,0.0033815956511573,0.262290623250924,0,0,0
"390610271003",0.0467180748557445,0,0.158993467890837,0.000550123137701066,0.364278236416726,0.38960362797782,0,0,0.0398564549493527,0
"390610271004",0.0465710065180803,0,8.23646067920598e-06,6.668577211919e-09,0.309378701778374,0,0,0,0.564715958714516,0
"390610272001",0.0264628936689941,0,0,0,0.141390714653055,0,0,0,0.832146391677951,0
"390610272002",0.30924344188257,0,0.179503846314479,0,0.162763699050887,0,0.0384816167389968,0,0.310007396013067,0
"390610272003",0.134227656165198,0,0,0,0.342437917977977,0,0,0,0.523334425856825,0
